Country,Edition,"OVERALL","1) AVAILABILITY","1.1) Usage","1.1.1) Internet users","1.1.2) Fixed-line broadband subscribers","1.1.3) Mobile subscribers","1.1.4) Gender gap in internet access","1.1.5) Gender gap in mobile phone access","1.2) Quality","1.2.1) Average fixed broadband upload speed","1.2.2) Average fixed broadband download speed","1.2.3) Average fixed broadband latency","1.2.4) Average mobile upload speed","1.2.5) Average mobile download speed","1.2.6) Average mobile latency","1.2.7) Bandwidth capacity","1.3) Infrastructure","1.3.1) Network coverage (min. 2G)","1.3.2) Network coverage (min. 3G)","1.3.3) Network coverage (min. 4G)","1.3.4) 5G deployment","1.3.5) Government initiatives to make Wi-Fi available","1.3.6) Private sector initiatives to make Wi-Fi available","1.3.7) Unlicensed spectrum policy","1.3.8) Internet exchange points","1.4) Electricity","1.4.1) Urban electricity access","1.4.2) Rural electricity access","2) AFFORDABILITY","2.1) Price","2.1.1) Smartphone cost (handset)","2.1.2) Mobile phone cost (prepaid tariff)","2.1.3) Mobile phone cost (postpaid tariff)","2.1.4) Fixed-line monthly broadband cost","2.2) Competitive environment","2.2.1) Average revenue per user (ARPU, annualized)","2.2.2) Wireless operators' market share","2.2.3) Broadband operators' market share","3) RELEVANCE","3.1) Local content","3.1.1) Availability of local news in local languages","3.1.2) Concentration of websites using country-level domains","3.1.3) Availability of e-Government services in the local language","3.2) Relevant content","3.2.1) e-Finance content","3.2.2) Value of e-finance","3.2.3) e-Health content","3.2.4) Value of e-health","3.2.5) e-Entertainment usage","3.2.6) e-Commerce content","3.2.7) Value of e-Commerce","3.2.8) Open data policies","4) READINESS","4.1) Literacy","4.1.1) Level of literacy","4.1.2) Educational attainment","4.1.3) Support for digital literacy","4.1.4) Level of web accessibility","4.2) Trust & Safety","4.2.1) Privacy regulations","4.2.2) Trust in online privacy","4.2.3) Trust in Government websites and apps","4.2.4) Trust in Non-government websites and apps","4.2.5) Trust in information from social media","4.2.6) e-Commerce safety","4.3) Policy","4.3.1) National female e-inclusion policies","4.3.1.1) Comprehensive female e-inclusion plan","4.3.1.2) Female digital skills training plan","4.3.1.3) Female STEM education plan","4.3.2) Government e-inclusion strategy","4.3.3) National broadband strategy","4.3.4) Funding for broadband buildout","4.3.5) Technology-neutrality policy for spectrum use","4.3.6) National digital identification system","4.3.7) Government efforts to promote 5G"
Germany,E3,70.6,74,89.8,87.9,85.8,100,87.2,88.4,39,5.5,25.9,88.8,36.4,24.5,89.9,1.8,67.2,98,95.7,96.2,0,100,100,33.3,14.6,100,100,100,76.7,91.5,68,99.2,99.3,99.7,61.8,35.4,50,100,66.7,72.2,50,66.7,100,61.2,100,35.1,100,43.3,50,96.9,64.4,0,64.9,79.2,100,100,66.7,50,38.1,100,48.6,12.5,18.5,19.2,29.8,77.4,75,100,0,100,100,66.7,100,100,100,0
Germany,E4,78.4,78.7,87.7,89.9,87.7,99.3,82.8,78.8,42.9,8,34.7,90.3,44.2,29.8,91.4,1.8,84.2,98,95.7,98.2,100,100,100,66.7,15.3,100,100,100,75.9,90.3,63,99.2,99.3,99.7,61.4,34.3,50,100,80.3,88.9,100,66.7,100,71.7,100,35.1,66.7,33.3,77.8,96.3,64.4,100,78.6,85.4,100,100,66.7,75,54,100,74.3,43.8,25.9,30.8,49.5,96.4,75,100,0,100,100,100,100,100,100,100
Germany,E5,76.1,79.4,86.8,90.8,89.5,98.4,76.3,79,46.1,10.7,44.4,90.6,46.7,35.5,93.2,1.8,84.5,98,95.7,98.6,100,100,100,66.7,16.9,100,100,100,77.4,93.1,74,99.5,99.3,99.7,61.7,35,50,100,69,77.8,100,33.3,100,60.1,100,33.1,66.7,7.8,9.2,96.3,68.1,100,78.5,93.8,100,100,100,75,50.1,100,70.7,38,24.4,33.1,34.4,91.7,75,100,0,100,100,66.7,100,100,100,100
Ghana,E1,n/a,n/a,n/a,28.4,0.6,95.7,n/a,n/a,n/a,2.3,2.6,49.6,13,6.2,47.8,0.3,n/a,93.7,80,23,n/a,100,50,n/a,2.3,n/a,91.3,49.3,n/a,n/a,35.6,93.7,95,96.8,n/a,3.5,100,50,n/a,n/a,50,0,50,n/a,50,n/a,66.7,n/a,n/a,29.4,n/a,n/a,n/a,n/a,64.8,43.3,66.7,0,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,0,100,n/a,100,n/a
Ghana,E2,55.6,50.6,45.2,32.3,0.6,100,29.5,63.6,25.2,4.1,4.8,69.9,14.2,6.4,76.7,0.3,49.3,93.7,80,34.9,0,100,50,33.3,2.2,82.6,94.9,70.4,66.3,81.5,41.3,94.5,94.4,95.6,51.2,3.6,100,50,44.1,44.4,50,33.3,50,43.7,100,54.1,66.7,73.3,5.6,34.3,15.6,0,61.4,58.7,64.8,44.9,100,25,55.3,100,54.3,53.1,44.4,34.6,45.3,70.2,25,0,0,100,100,66.7,100,100,100,0
Ghana,E3,54.4,51.3,45.4,22.2,0.4,96.2,45.2,63.1,27.8,7.3,8.3,76.7,14.2,5.6,82.2,0.6,49.3,93.7,80,34.9,0,100,50,33.3,2.2,82.6,96.5,68.7,58.4,82.2,42.5,94.9,95.5,95.8,34.7,4,50,50,53.6,55.6,50,66.7,50,51.7,100,56.4,66.7,70.7,43.3,34.3,42.7,0,54.3,58.7,64.8,44.9,100,25,57.7,100,38.1,67.3,64.1,27.9,48.9,46.4,25,0,0,100,100,0,100,0,100,0
Ghana,E4,58.1,50.4,50.9,22.2,0.4,100,66.4,65.7,31.5,9.2,10.1,79.9,25.2,9.2,85.8,0.6,36.8,93.7,80,34.9,0,0,50,33.3,2.2,82.6,92.2,73.1,58.8,82.8,42.8,96.9,95.5,95.8,34.8,4.4,50,50,60.7,63.9,75,66.7,50,57.5,100,54.1,33.3,63.3,61.1,42.6,55.6,50,62.6,54.9,74,45.7,100,0,67.3,100,62.9,46.9,77.8,76.9,39.1,65.5,25,0,0,100,100,33.3,100,100,100,0
Ghana,E5,53.8,56.4,51.9,22.2,0.4,100,60.7,76.1,35,14.9,17.5,80.6,30.9,13.6,86.7,0.6,55.4,94.1,95.8,67.7,0,100,50,33.3,2.1,83.3,92.2,74.4,41.9,82.2,38.7,98.7,95.5,95.8,1.6,4.7,0,0,53.7,52.8,75,33.3,50,54.7,100,27.2,33.3,50.8,42.2,42.6,41.6,100,63.1,67.4,74,45.7,100,50,56.3,100,47.4,42.7,58.5,50.4,38.6,65.5,25,0,0,100,100,33.3,100,100,100,0
Greece,E1,n/a,n/a,n/a,68,68.8,88,n/a,n/a,n/a,1.1,4.7,78.4,35.8,24.5,83.5,2.6,n/a,99.8,99.3,83,n/a,n/a,n/a,n/a,11.3,n/a,100,100,n/a,n/a,68.5,96.6,98.5,99.7,n/a,22.1,50,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,59.5,n/a,n/a,n/a,n/a,97.2,72.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Greece,E2,68.1,67.5,74.5,69,72.6,88.2,72.6,70.1,35.5,0.7,5.1,81.4,39.6,28.1,90.8,2.4,60.2,99.8,99.4,93,0,50,100,33.3,5.7,100,100,100,73.8,90.4,66.9,96.6,98.4,99.6,57.2,21.5,50,100,73.7,83.3,50,100,100,64,100,16.2,100,90,94.4,82.4,28.9,0,57.5,66.8,97.2,70.1,100,0,46.2,100,25.7,28.1,33.3,23.1,67.1,59.5,0,0,0,0,50,66.7,100,100,100,0
Greece,E3,71,70.6,77.5,70.9,76.2,92.4,75.3,72.6,38,1.2,7,82.6,44.1,32.8,95.1,3,67.1,99.8,99.6,98,0,100,100,33.3,5.7,100,100,100,74,90.9,68.9,96.6,98.5,99.6,57.1,21.2,50,100,74.3,83.3,50,100,100,65.3,100,18.9,100,70,88.9,82.4,62.2,0,64.9,86,97.2,71.7,100,75,49.2,100,31.4,15.6,40.7,42.3,64.8,59.5,50,100,0,0,0,66.7,100,100,100,0
Greece,E4,71.5,74.8,79.5,76.4,80.3,85.8,75.8,79.1,41.2,2.1,10,85,51.6,39.6,96.6,3.9,78.4,99.8,99.7,98.8,50,100,100,66.7,12.1,100,100,100,65.8,91.4,70.8,96.6,98.5,99.6,40.1,20.3,50,50,79.2,83.3,100,100,50,75.1,100,24.3,66.7,86.7,83.3,79.9,60,100,66.3,86,97.2,71.7,100,75,48.7,100,28.6,25,37,46.2,55.5,64.3,50,100,0,0,0,66.7,100,100,100,33.3
Greece,E5,72.4,75.2,79.8,78.4,84.5,83.5,75,77.8,41.7,2.6,12.5,85.2,53.2,36.7,97.4,4.7,79.2,99.8,99.7,98.8,50,100,100,66.7,18.3,100,100,100,66.3,92,70.7,99,98.5,99.6,40.6,21.7,50,50,87.9,100,100,100,100,75.8,100,32.4,100,53.3,83.3,79.9,57.8,100,60.3,86,97.4,71.7,100,75,30.7,100,20,12.5,0,11.5,40.5,64.3,50,100,0,0,0,66.7,100,100,100,33.3
Guatemala,E1,n/a,n/a,n/a,17.2,6,81.6,n/a,n/a,n/a,1.1,2.5,73.6,22.1,10,74.8,0.8,n/a,100,92,20.7,n/a,0,0,n/a,0,n/a,97.1,81.3,n/a,n/a,51.8,93.5,90.3,98.2,n/a,16.5,50,0,n/a,n/a,25,33.3,100,n/a,100,n/a,33.3,n/a,n/a,19.7,n/a,n/a,n/a,n/a,74.2,39.4,33.3,50,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,n/a,100,n/a
Guatemala,E2,52.4,54.5,43.6,20.3,6.5,80.2,46,64.8,30.6,4.9,5,74.9,28.7,11.8,88.5,0.7,52.3,100,95,40.4,0,50,100,33.3,0,91.6,99.5,83.7,52.1,82.3,49.6,94,87.5,98.3,21.9,15.8,50,0,52.6,63.9,25,66.7,100,41.3,100,40.5,33.3,63.3,66.7,19.7,6.7,0,50.4,65.9,74.2,39.4,100,50,49.6,50,42.9,43.8,55.6,46.2,59.5,35.7,0,0,0,0,50,0,0,100,100,0
Guatemala,E3,54.2,58.2,51.3,23.4,6.7,88.3,70,68.1,31.1,2.9,4.1,73.8,35.1,13.2,88,0.6,58.6,100,95,40.4,0,100,100,33.3,0,91.8,99.5,84.1,52.4,82.8,51,94.3,87.8,98.3,22,16.1,50,0,55.6,61.1,50,33.3,100,50.1,100,39.5,33.3,54.7,89.2,49.4,34.8,0,50.5,66.1,74.2,40.2,100,50,49.7,50,61.3,39.2,57.8,60.2,29.6,35.7,0,0,0,0,50,0,0,100,100,0
Guatemala,E4,55.4,57.2,49.6,23.4,6.7,88.8,62.4,66.6,34.4,1.8,3.7,77.2,49.4,15.2,92.5,0.6,52.3,100,95,40.4,0,100,50,33.3,0,92.4,90.9,93.8,43.9,82.7,50.2,94.6,87.8,98.3,5.1,15.3,0,0,73.4,88.9,100,66.7,100,58,100,32.4,33.3,36.7,88.9,36.9,35.6,100,47,66.1,74.2,40.2,100,50,35.6,0,65.7,31.3,44.4,34.6,37.4,39.3,25,0,0,100,50,0,0,100,100,0
Guatemala,E5,53.4,55.9,46.6,23.4,6.7,88.8,55.6,58.8,38.6,1.9,5.4,82,64.5,20.8,95.3,0.6,46.1,100,95,40.4,0,100,0,33.3,0,92.1,99.6,84.7,43.9,82.9,50.6,94.8,87.8,98.3,5,15,0,0,69.1,88.9,100,66.7,100,49.2,100,8.1,33.3,26.7,66.7,36.9,22.2,100,44.8,72.3,74.2,40.2,100,75,26.3,0,31.4,37.5,33.3,42.3,13.4,35.7,0,0,0,0,50,0,0,100,100,0
Guinea,E1,n/a,n/a,n/a,6.1,0,64.4,n/a,n/a,n/a,0.4,0,0,9.9,5.9,50.5,0.1,n/a,98.2,39.1,10.3,n/a,n/a,n/a,n/a,0,n/a,47.9,10.5,n/a,n/a,23.4,74.8,77.3,76.9,n/a,6.1,50,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.2,n/a,n/a,n/a,n/a,14.1,10.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,n/a
Guinea,E2,n/a,n/a,n/a,7.3,0,64.8,29.2,71.8,n/a,0.9,0.7,12.4,14.2,7.6,69.5,0.1,n/a,98.2,39.1,10.3,n/a,n/a,n/a,n/a,0,n/a,39.8,0.6,n/a,n/a,26.4,74.8,79.1,96.1,n/a,6.1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.3,n/a,n/a,n/a,n/a,14.1,10.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,n/a
Guinea,E3,34.4,21.9,38.1,8.6,0,67.2,50.2,64.3,10.6,1.7,1.4,41.3,2,1.6,26.3,0.3,18.5,98.2,39.1,10.3,0,0,0,0,0,20.2,39.8,0.6,38.2,74.3,29.1,89.3,82,96.7,2.1,6.3,0,0,27.1,16.7,50,0,0,37.5,50,45.9,33.3,63.3,50,4.3,53.3,0,50.5,24.6,14.1,9.4,0,75,60.1,100,40,53.1,63,61.5,42.9,66.7,0,0,0,0,100,66.7,100,100,100,0
Guinea,E4,36.4,24.4,37.3,8.6,0,67,41.5,69.3,17,2.8,2.4,52.1,14.6,6.9,40.3,0.2,13.5,58.8,31,18.5,0,0,0,0,0,29.7,47.6,11.9,38.8,75.6,31.9,91.9,82,96.7,2,6.1,0,0,31.8,25,75,0,0,38.5,50,45.9,33.3,63.3,50,12.1,53.3,0,50.5,24.8,14.1,10.2,0,75,60.1,100,40,53.1,63,61.5,42.9,66.7,0,0,0,0,100,66.7,100,100,100,0
Guinea,E5,37.4,32.6,35.7,12.7,0,70.9,40.5,54.1,24,3.9,3.8,61.8,25.7,14.4,58.4,0.2,17.9,74.5,40,29,0,0,0,0,0,52.7,82,23.4,39,75.9,33.3,91.8,82,96.7,2,6.1,0,0,32.7,25,75,0,0,40.4,50,54.1,33.3,33.3,77.8,12.1,62.2,0,45.2,24.8,14.1,10.2,0,75,44.2,100,37.1,43.8,22.2,15.4,46.5,66.7,0,0,0,0,100,66.7,100,100,100,0
Honduras,E1,n/a,n/a,n/a,22.6,4.6,58.5,n/a,n/a,n/a,1.2,1.3,63.2,25.9,10.7,63.6,0.5,n/a,99.7,83.1,18,n/a,n/a,n/a,n/a,0,n/a,97,79.8,n/a,n/a,39.8,85,80.3,94.8,n/a,16.5,0,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29.4,n/a,n/a,n/a,n/a,85,38.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Honduras,E2,n/a,n/a,n/a,24.4,5.1,54.7,70.7,78.5,n/a,1.2,1.5,69.1,31.9,13.1,83.1,1.1,n/a,72.8,61.3,42.6,n/a,n/a,n/a,n/a,7,n/a,79.1,64.8,n/a,n/a,37,86.2,78,94.8,n/a,15.8,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.4,n/a,n/a,n/a,n/a,86.4,40.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Honduras,E3,n/a,n/a,n/a,26.3,5.4,57.5,58.2,70.1,n/a,1.6,2.2,73,39.1,17.6,88.7,1.6,n/a,85.2,76.8,50.8,n/a,n/a,n/a,n/a,6.9,n/a,79.3,66.5,n/a,n/a,35.1,84.5,92.8,95.9,n/a,16.1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.4,n/a,n/a,n/a,n/a,86.4,40.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,n/a
Honduras,E4,52.6,49,45.2,26.3,7.9,49.5,64.1,78.4,34.1,2.3,3.7,79.5,43.5,20.5,87.4,1.6,39.8,81.8,78.4,67.5,0,50,0,33.3,7.1,76.8,84,69.6,49.4,76.9,33.9,85.1,92.8,95.9,21.8,15.3,0,50,72.4,91.7,75,100,100,53.2,50,43.2,33.3,60,88.9,42.2,57.8,50,39.7,52.1,84.2,40.9,33.3,50,38.3,0,71.4,25,55.6,34.6,43.5,28.6,0,0,0,0,0,100,0,0,100,0
Honduras,E5,52,49.7,45.7,26.3,8.6,47.9,71.1,75,35.5,2.9,6.2,83.5,43.1,20.6,90.4,1.6,38.7,76.9,74.8,67.9,0,50,0,33.3,6.6,78.8,89.5,68.1,48.6,75.4,27.1,86,92.8,95.9,21.7,15,0,50,70.1,80.6,75,66.7,100,59.7,100,35.1,33.3,26.7,88.9,42.2,51.1,100,39.6,39.6,84.2,40.9,33.3,0,36.4,0,68.6,18.8,51.9,53.8,25.4,42.9,0,0,0,0,0,100,100,0,100,0
Hong Kong,E1,n/a,n/a,n/a,78.9,69.7,100,n/a,n/a,n/a,34.5,38.2,83.2,31.4,15,81.9,100,n/a,100,99,99,n/a,n/a,n/a,n/a,43.9,n/a,100,100,n/a,n/a,68.1,99.1,98.8,99.8,n/a,34.4,100,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,83.6,n/a,n/a,n/a,n/a,95.1,82.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Hong Kong,E2,n/a,n/a,n/a,79.4,77.3,100,81.5,84.3,n/a,48.7,53.1,92.9,35,18.8,94.6,100,n/a,100,99,99,n/a,n/a,n/a,n/a,43.6,n/a,100,100,n/a,n/a,69.6,99.1,98.8,99.8,n/a,35.6,100,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,94.2,n/a,n/a,n/a,n/a,95.1,83.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Hong Kong,E3,n/a,n/a,n/a,80.1,77.6,100,73.7,76.5,n/a,61.3,60.7,92.8,42.7,26.4,96.2,100,n/a,100,99,99,n/a,n/a,n/a,n/a,43.2,n/a,100,100,n/a,n/a,70.7,99.1,99,99.9,n/a,35.2,100,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,94.2,n/a,n/a,n/a,n/a,95.1,83.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,n/a
Hong Kong,E4,78.3,84.7,84.9,92.3,78.5,100,73.7,80,71.7,65.8,71.2,92.6,46.2,29.5,96.3,100,82.2,100,99,99,50,100,100,66.7,43.2,100,100,100,76.3,92.4,71.7,99.1,99,99.9,60.2,30.5,100,50,85.6,88.9,100,66.7,100,82.3,100,70.3,100,56.7,77.8,93.7,60,100,66.8,69.6,95.1,83.5,100,0,54.6,100,68.6,50,37,42.3,29.8,76.2,0,0,0,0,100,33.3,100,100,100,100
Hong Kong,E5,78.5,87.7,88.3,94.1,80.4,100,83.8,83,79.3,81.4,87,92.5,52.6,43.3,98.3,100,83.1,100,99,99,100,100,100,66.7,0,100,100,100,77.7,95.8,84.6,99.8,99,99.9,59.6,28.8,100,50,81,88.9,100,66.7,100,73.2,100,40.5,100,26.7,44.4,93.7,80,100,67.6,69.6,95.1,83.5,100,0,49.9,100,57.1,31.3,37,42.3,31.4,83.3,50,100,0,0,100,33.3,100,100,100,100
Hungary,E1,n/a,n/a,n/a,75.5,59.3,71.4,n/a,n/a,n/a,8.3,21,88.8,52.9,33.4,93.1,1.7,n/a,98,99,97.3,n/a,n/a,n/a,n/a,13,n/a,100,100,n/a,n/a,48.8,97.6,98.3,99.4,n/a,24.3,50,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65.8,n/a,n/a,n/a,n/a,99.3,81.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,n/a
Hungary,E2,68.8,72.3,74.4,79.1,61.5,72.1,80,79,47.1,11,30.9,90.3,59.7,39.3,96.5,1.8,67.7,98,99,98,0,100,100,33.3,13,100,100,100,72.2,86.4,49.7,97.6,98.6,99.5,58.1,24.3,50,100,61.4,66.7,50,100,50,56.2,50,64.9,66.7,66.7,77.8,81.4,42.2,0,69.1,76.5,99.3,81.9,100,25,53.3,100,45.7,37.5,33.3,30.8,72.8,77.4,75,100,100,0,100,66.7,100,100,100,0
Hungary,E3,68.4,73.5,74.6,82.3,64.8,72.3,76.1,77.6,51.7,15.8,45.5,91.2,65.2,44.3,98,2,67.8,98,99,99,0,100,100,33.3,13.1,100,100,100,74.5,90.4,66.8,97.6,97.7,99.4,58.7,26,50,100,65.4,66.7,50,100,50,64.2,100,68,66.7,63.3,73.9,81.4,60.4,0,59.9,70.5,99.3,82.7,100,0,35.4,100,25.9,7.2,44.6,10.4,24.5,73.8,50,100,0,0,100,66.7,100,100,100,0
Hungary,E4,73.4,76.4,77.5,83.2,67.6,73.5,82.6,80.3,53.9,24.1,56.5,92.9,62.3,41.5,97.8,2,74.2,98.4,99.2,99.2,50,100,100,33.3,13.1,100,100,100,74.7,90.9,68.9,97.6,97.7,99.4,58.5,25.5,50,100,79.5,83.3,100,100,50,75.6,100,81.1,66.7,63.3,88.9,81.3,73.3,50,63.1,70.5,99.3,82.7,100,0,45.1,100,40,15.6,51.9,42.3,20.6,73.8,50,100,0,0,100,66.7,100,100,100,0
Hungary,E5,72,75.8,79.1,86.2,70.2,76.2,81.3,81.6,56.1,31.9,65.7,93,60.3,41.2,98.8,2,67.9,98.4,99.2,99.2,100,100,0,33.3,13.2,100,100,100,75.2,91.7,70.3,99.5,97.7,99.4,58.7,26,50,100,72.7,83.3,100,100,50,62.1,100,70.3,66.7,33.3,33.3,81.3,62.2,50,64.3,70.5,99.3,82.7,100,0,39,100,37.1,12.5,22.2,30.8,31.4,83.3,50,100,0,0,100,33.3,100,100,100,100
India,E1,n/a,n/a,n/a,19.8,2.8,46.7,n/a,n/a,n/a,2.7,3.2,73.2,8.5,5.7,59.8,0.3,n/a,90.2,74,4,n/a,100,50,n/a,0.3,n/a,95.5,73.9,n/a,n/a,23,95.9,95.5,98.6,n/a,4,100,50,n/a,n/a,50,33.3,100,n/a,100,n/a,33.3,n/a,n/a,33.2,n/a,n/a,n/a,n/a,65.5,37.8,66.7,75,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,66.7,100,n/a,100,n/a
India,E2,62.1,53.6,42.8,22.4,3,55.3,59.7,73.8,26.1,4.5,5.8,80.7,9.3,5.1,76.2,0.7,59.9,92.2,79.7,73.5,0,100,100,33.3,0.6,85.6,97,74.3,65,78.9,24,97.6,95.3,98.7,51.2,3.5,100,50,60.5,61.1,50,33.3,100,59.8,100,64.9,66.7,76.7,100,43.9,26.7,0,69.1,49.1,65.5,39.4,66.7,25,80.9,100,71.4,100,70.4,69.2,74.4,77.4,75,50,100,100,100,66.7,100,100,100,0
India,E3,64.6,53.6,33,25.2,2.8,57.5,25.8,53.4,28.5,7.6,9.5,84.3,11.2,6.8,79.3,0.8,63,94.1,88,88,0,100,100,33.3,0.8,89.9,97.8,82.1,77.6,87.6,58.7,99.3,93.8,98.7,67.6,2.7,100,100,57.2,61.1,50,33.3,100,53.4,100,36.9,66.7,75.3,55.3,43.9,48.9,0,69.8,61.8,65.5,40.2,66.7,75,70.1,100,82,86.3,44.6,50.8,56.7,77.4,75,50,100,100,100,66.7,100,100,100,0
India,E4,71.8,58.2,34.9,23.6,2.9,57.1,28.6,62.5,31.4,11.7,13.5,88.8,13.2,8.2,81,3.4,70.8,94.1,94,94,50,100,100,33.3,1.1,95.7,99.6,91.9,76.9,86.4,53.7,99.3,93.8,98.7,67.5,2.4,100,100,74.2,66.7,100,0,100,81.7,100,59.5,100,76.7,88.9,57.8,71.1,100,78,62.5,68.4,40.2,66.7,75,78.7,100,85.7,75,66.7,65.4,79.5,92.9,50,0,100,100,100,100,100,100,100,100
India,E5,71.6,59.8,32.6,23.6,3,54.5,25.1,56.8,34.4,17.1,18.9,91.3,14.3,9.2,86.4,3.4,72.3,98.2,98.2,97.9,50,100,100,33.3,1.1,99.7,100,99.4,77.9,88.2,61.8,98.6,93.8,98.7,67.6,2.9,100,100,76.5,77.8,100,33.3,100,75.3,100,43.8,100,61.3,63.9,57.8,75.7,100,72.2,62.5,68.4,40.2,66.7,75,61.2,100,62,53,26.3,63.5,62.3,92.9,50,0,100,100,100,100,100,100,100,100
Indonesia,E1,n/a,n/a,n/a,41.8,3.3,100,n/a,n/a,n/a,2.3,3.9,80,15.3,6.4,76.9,0.9,n/a,76.3,60,5,n/a,100,50,n/a,1,n/a,93.5,65.5,n/a,n/a,16,97.8,97.8,97.1,n/a,4.1,100,50,n/a,n/a,50,66.7,50,n/a,50,n/a,66.7,n/a,n/a,32.1,n/a,n/a,n/a,n/a,94.1,51.2,100,25,n/a,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,66.7,100,n/a,100,n/a
Indonesia,E2,57.7,55.3,56.6,47,4.3,100,66.8,64.8,29.4,3,5.1,84.8,22,6.9,83,0.8,44.8,76.3,74.9,22.6,0,100,50,33.3,1.2,90.3,99.1,81.5,64.7,78.1,19.8,98.5,96.9,96.9,51.4,4.2,100,50,50.7,55.6,50,66.7,50,45.8,50,48.6,66.7,70,66.7,35.3,28.9,0,60.1,61.6,94.3,52,100,0,59.1,100,74.3,68.8,37,38.5,36.1,59.5,0,0,0,0,50,66.7,100,100,100,0
Indonesia,E3,60.9,62.1,64.4,57.2,5,100,75.3,84.5,31.7,3.5,6.5,86.5,29.5,8,86.6,1,58.2,97.3,93.8,90.4,0,100,50,33.3,1.2,94.3,100,88.6,60.7,86.8,52.8,98.8,97.9,97.7,34.6,3.9,50,50,53.8,55.6,50,66.7,50,52,50,40.5,66.7,63.3,88.9,35.3,71.1,0,66.9,61.6,94.3,52,100,0,72.6,100,85.7,65.6,70.4,57.7,56.1,66.7,50,100,0,0,50,66.7,100,100,100,0
Indonesia,E4,65.1,65.1,62.9,66.1,7.1,89.4,76,76.2,33.4,4.8,8,90.6,33.7,9,86.2,1.8,65.9,97.5,97.7,97.6,50,100,50,33.3,1.2,98.1,100,96.2,51.4,84.9,45.9,98.1,97.9,97.7,18,3.9,50,0,74.2,72.2,100,66.7,50,76.2,50,100,66.7,80,77.8,50.4,84.4,100,69.7,61.7,94.7,52,100,0,77.3,100,100,62.5,77.8,53.8,69.8,70.2,75,100,0,100,50,66.7,100,100,100,0
Indonesia,E5,62.6,67.7,63.1,66.1,8.1,96.1,73.3,71.8,36.3,5.5,9.3,91.7,38.1,13,91.8,4.4,72.2,97.5,97.7,97.6,50,100,100,33.3,1.2,99.4,100,98.8,50.6,82.9,37.9,98.2,97.9,97.7,18.3,4.9,50,0,71.8,77.8,100,33.3,100,65.9,100,29.7,100,26.7,44.4,50.4,75.6,100,60.3,61.7,94.7,52,100,0,47.9,100,77.1,21.9,18.5,38.5,31.4,71.4,0,0,0,0,100,100,100,100,100,0
