country,model_name,language,A008,A165,E018,E025,F063,F118,F120,G006,Y002,Y003,PC1,PC2
Russia,deepseek-chat-v3.1,en,2.0,2.0,1.0,2.0,7.0,3.0,5.0,1.0,1.0,2.0,-0.43439657058539016,-0.8756114077212349
Russia,deepseek-chat-v3.1,ru,2.0,2.0,1.0,2.0,7.0,1.0,5.0,1.0,1.0,2.0,-0.9121199181327132,-1.0793563077507913
Rwanda,deepseek-chat-v3.1,en-native,1.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0,-0.7477809154306471,-3.3019586046244416
Singapore,deepseek-chat-v3.1,en-native,2.0,2.0,1.0,2.0,7.0,5.0,5.0,1.0,1.0,1.0,0.025815193117511293,-0.6432041736100635
Singapore,deepseek-chat-v3.1,zh-cn,2.0,2.0,1.0,2.0,6.0,8.0,7.0,1.0,1.0,2.0,1.30335404943861,0.1724001452152906
South Africa,deepseek-chat-v3.1,en-native,2.0,2.0,1.0,2.0,8.0,7.0,5.0,2.0,1.0,1.0,-0.04547034783930287,0.5711537946088889
Spain,deepseek-chat-v3.1,en,2.0,2.0,2.0,2.0,6.0,10.0,7.0,1.0,1.0,1.0,1.7395430215601988,1.151811442779658
Spain,deepseek-chat-v3.1,es,2.0,2.0,2.0,2.0,5.0,10.0,7.0,2.0,2.0,1.0,2.4138987502272373,2.5218647988021052
Switzerland,deepseek-chat-v3.1,de,2.0,2.0,1.0,2.0,3.0,10.0,7.0,2.0,1.0,2.0,1.7194405147306626,2.2105632593186226
Switzerland,deepseek-chat-v3.1,en,2.0,1.0,3.0,1.0,4.0,10.0,7.0,2.0,2.0,2.0,4.7577873377786215,3.68167508384434
Switzerland,deepseek-chat-v3.1,it,2.0,1.0,1.0,2.0,3.0,10.0,7.0,2.0,3.0,2.0,5.0507596324081545,2.1482049968013115
Taiwan,deepseek-chat-v3.1,en,2.0,2.0,1.0,2.0,5.0,7.0,6.0,1.0,1.0,1.0,0.9580241685860055,0.13879230755745242
Taiwan,deepseek-chat-v3.1,zh-tw,2.0,2.0,1.0,2.0,6.0,8.0,7.0,1.0,1.0,1.0,1.2858424655941882,0.20106247929690574
Trinidad and Tobago,deepseek-chat-v3.1,en-native,1.0,2.0,1.0,2.0,9.0,3.0,4.0,1.0,1.0,-1.0,0.23836151558352503,-2.5022397335690196
Tunisia,deepseek-chat-v3.1,ar,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Tunisia,deepseek-chat-v3.1,en,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,-2.0,-1.408589832454647,-1.6074351107432823
United Kingdom,deepseek-chat-v3.1,en-native,2.0,2.0,2.0,2.0,4.0,10.0,7.0,2.0,2.0,1.0,2.535741751789454,2.7278160852732
United States,deepseek-chat-v3.1,en-native,2.0,2.0,3.0,2.0,7.0,10.0,6.0,1.0,3.0,2.0,3.359746415557839,1.3929283072660965
Uruguay,deepseek-chat-v3.1,en,2.0,2.0,3.0,2.0,7.0,10.0,7.0,1.0,1.0,1.0,1.59367722841667,1.6928642197617592
Uruguay,deepseek-chat-v3.1,es,2.0,2.0,2.0,2.0,6.0,10.0,7.0,1.0,1.0,1.0,1.7395430215601988,1.151811442779658
Venezuela,deepseek-chat-v3.1,en,3.0,2.0,1.0,2.0,9.0,7.0,3.0,2.0,1.0,1.0,-1.7686910646183467,1.1668682387009244
Venezuela,deepseek-chat-v3.1,es,3.0,2.0,1.0,2.0,9.0,8.0,3.0,2.0,1.0,1.0,-1.529829390844685,1.2687406887157024
Yemen,deepseek-chat-v3.1,ar,3.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.3706722230073525,-1.1135931166660251
Yemen,deepseek-chat-v3.1,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Zambia,deepseek-chat-v3.1,en-native,2.0,2.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,-1.0,-1.7237208749691804,-2.0083977394917625
Zimbabwe,deepseek-chat-v3.1,en-native,2.0,2.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,-1.0,-1.3910782486102256,-1.6360974448248975
Algeria,doubao-1-5-pro-32k-250115,ar,2.0,2.0,1.0,3.0,9.0,1.0,2.0,1.0,1.0,-2.0,-2.714846035167098,-2.0686075304524234
Algeria,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-1.0,-2.1733821735395797,-2.2766191977023102
Argentina,doubao-1-5-pro-32k-250115,en,2.0,2.0,3.0,2.0,7.0,8.0,7.0,1.0,1.0,1.0,1.1159538808693465,1.4891193197322026
Argentina,doubao-1-5-pro-32k-250115,es,2.0,2.0,1.0,2.0,7.0,8.0,7.0,1.0,1.0,1.0,1.163999464031972,-0.0048888071741891295
Australia,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,2.0,2.0,2.0,10.0,7.0,1.0,2.0,1.0,3.206593641855808,1.9231543035548986
Austria,doubao-1-5-pro-32k-250115,de,2.0,2.0,1.0,2.0,3.0,8.0,6.0,1.0,1.0,1.0,1.4405718454840999,0.65256733051442
Austria,doubao-1-5-pro-32k-250115,en,2.0,2.0,2.0,2.0,3.0,9.0,7.0,1.0,1.0,1.0,1.8662103524731872,1.6677928521781644
Belarus,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,3.0,7.0,2.0,3.0,1.0,1.0,0.0,-1.9864755657834219,-1.4458081674629155
Belarus,doubao-1-5-pro-32k-250115,ru,2.0,2.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,0.0,-1.129880661641371,-1.252857205964323
Belgium,doubao-1-5-pro-32k-250115,de,2.0,1.0,1.0,2.0,3.0,9.0,7.0,2.0,2.0,1.0,3.814707760743328,2.127457165977287
Belgium,doubao-1-5-pro-32k-250115,en,2.0,2.0,2.0,2.0,2.0,10.0,8.0,2.0,3.0,1.0,3.969905993757368,3.2536053813020214
Bolivia,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,9.0,3.0,1.0,1.0,1.0,0.0,-1.556304240585618,-1.8955853452832745
Bolivia,doubao-1-5-pro-32k-250115,es,2.0,2.0,1.0,2.0,8.0,3.0,2.0,1.0,1.0,0.0,-1.223661614226664,-1.52328505061641
Brazil,doubao-1-5-pro-32k-250115,en,1.0,2.0,2.0,2.0,8.0,8.0,3.0,1.0,2.0,0.0,2.316880667527163,-1.2873957609573623
Brazil,doubao-1-5-pro-32k-250115,pt,2.0,2.0,1.0,2.0,8.0,8.0,3.0,1.0,2.0,1.0,1.178636577329546,-0.9286984115375028
Burkina Faso,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,-1.0,-2.9081340761194143,-2.263618872729808
Canada,doubao-1-5-pro-32k-250115,en-native,2.0,1.0,2.0,2.0,2.0,10.0,8.0,1.0,3.0,2.0,5.786545354127718,2.0509450002608816
Chile,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,7.0,7.0,2.0,1.0,1.0,0.0,-0.14637191756980128,-0.9098439640862024
Chile,doubao-1-5-pro-32k-250115,es,2.0,2.0,1.0,2.0,7.0,7.0,3.0,1.0,1.0,1.0,0.0819392910713585,-0.7721572899720474
China,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,0.0,-0.299970861315476,0.1973893514227657
China,doubao-1-5-pro-32k-250115,zh-cn,2.0,2.0,1.0,,1.0,7.0,4.0,1.0,1.0,2.0,0.9312762453326453,0.5764519554218257
Colombia,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,8.0,7.0,2.0,1.0,1.0,1.0,-0.25070333528759625,-1.1444575846389122
Colombia,doubao-1-5-pro-32k-250115,es,2.0,2.0,1.0,2.0,8.0,7.0,3.0,1.0,1.0,1.0,-0.03990371049085828,-0.9781085764431423
Ecuador,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,-1.4169496551789802,-1.7182963928937947
Ecuador,doubao-1-5-pro-32k-250115,es,2.0,2.0,1.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,-0.9672883566085809,-1.4500749346832467
Egypt,doubao-1-5-pro-32k-250115,ar,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,0.0,-2.8016658690404714,-2.3318834850867485
Egypt,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
France,doubao-1-5-pro-32k-250115,en,2.0,2.0,3.0,2.0,2.0,10.0,8.0,1.0,3.0,1.0,4.373049089117977,2.7840450900947267
Germany,doubao-1-5-pro-32k-250115,de,2.0,2.0,1.0,2.0,2.0,9.0,6.0,2.0,1.0,2.0,1.3916222177224795,2.148293087579169
Germany,doubao-1-5-pro-32k-250115,en,2.0,2.0,3.0,2.0,2.0,10.0,7.0,2.0,2.0,2.0,2.7729165471769956,3.85806038758697
Ghana,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-1.0,-1.9625825487428417,-2.11027018950654
Guatemala,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,9.0,2.0,1.0,1.0,1.0,0.0,-1.7951659143592802,-1.9974577952980523
Guatemala,doubao-1-5-pro-32k-250115,es,2.0,2.0,1.0,2.0,9.0,2.0,1.0,1.0,1.0,-1.0,-1.8126774982037017,-1.9687954612164376
Haiti,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,0.0,-2.1558705896951578,-2.305281531783925
Hong Kong,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,2.0,3.0,2.0,7.0,4.0,1.0,1.0,0.0,0.003824644111394493,1.006663586615415
Hong Kong,doubao-1-5-pro-32k-250115,zh-cn,2.0,2.0,3.0,3.0,2.0,6.0,3.0,1.0,2.0,2.0,0.5448423356952681,1.375659238585694
Hong Kong,doubao-1-5-pro-32k-250115,zh-hk,2.0,2.0,3.0,3.0,2.0,6.0,3.0,1.0,1.0,2.0,-0.43483627835147476,1.4281215236948324
Iraq,doubao-1-5-pro-32k-250115,ar,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,0.0,-3.012465493837209,-2.498232493282518
Iraq,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-1.0,-3.0299770776816306,-2.4695701592009027
Ireland,doubao-1-5-pro-32k-250115,en-native,2.0,1.0,2.0,2.0,7.0,10.0,7.0,1.0,3.0,1.0,4.949019137675475,0.8835018937912523
Italy,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,7.0,7.0,3.0,1.0,1.0,1.0,0.0819392910713585,-0.7721572899720474
Italy,doubao-1-5-pro-32k-250115,it,2.0,2.0,1.0,2.0,7.0,8.0,6.0,1.0,1.0,1.0,0.9531998392352337,-0.1712378153699591
Japan,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,3.0,2.0,6.0,3.0,1.0,1.0,0.0,-0.4218138628776926,-0.008561935048329083
Japan,doubao-1-5-pro-32k-250115,ja,2.0,2.0,1.0,2.0,2.0,6.0,3.0,1.0,1.0,0.0,0.4347810412643582,0.18438902645026375
Jordan,doubao-1-5-pro-32k-250115,ar,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,0.0,-2.8016658690404714,-2.3318834850867485
Jordan,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Kazakhstan,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,-1.1123690777969495,-1.2815195400459383
Kazakhstan,doubao-1-5-pro-32k-250115,ru,2.0,1.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,0.0,0.24208122794263576,-1.2102908982633567
Kenya,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,0.0,-1.8232279633362034,-1.9329812371170605
Korea,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,-0.4926036048533645,-0.2875773317898407
Korea,doubao-1-5-pro-32k-250115,ko,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,-0.614446606415581,-0.49352861826093564
Kuwait,doubao-1-5-pro-32k-250115,ar,1.0,1.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,0.0,-0.4607251386298511,-3.5900299325362224
Kuwait,doubao-1-5-pro-32k-250115,en,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.867710195902701,-3.5752715720739583
Kyrgyzstan,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,8.0,1.0,2.0,1.0,1.0,-1.0,-1.7188965456184087,-1.6983676165643509
Kyrgyzstan,doubao-1-5-pro-32k-250115,ru,2.0,1.0,1.0,2.0,8.0,1.0,2.0,1.0,1.0,0.0,-0.32942307218998046,-1.6844636429449997
Lebanon,doubao-1-5-pro-32k-250115,ar,2.0,2.0,1.0,3.0,8.0,2.0,2.0,1.0,1.0,0.0,-2.3191181921423762,-1.8181084621297805
Lebanon,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,-1.0,-1.6018778734069636,-1.8024464530206674
Libya,doubao-1-5-pro-32k-250115,ar,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,0.0,-3.012465493837209,-2.498232493282518
Libya,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-1.0,-3.0299770776816306,-2.4695701592009027
Luxembourg,doubao-1-5-pro-32k-250115,de,2.0,1.0,1.0,2.0,3.0,9.0,7.0,1.0,2.0,1.0,4.241873647685249,0.9108928113167962
Luxembourg,doubao-1-5-pro-32k-250115,en,1.0,1.0,2.0,2.0,3.0,10.0,7.0,1.0,2.0,1.0,5.63649099550095,0.6254055778301
Macao,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,-0.6151019038300092,-0.20357327732571415
Macao,doubao-1-5-pro-32k-250115,pt,2.0,2.0,1.0,2.0,2.0,7.0,3.0,1.0,1.0,1.0,0.6911542988824413,0.2575991423834268
Macao,doubao-1-5-pro-32k-250115,zh-cn,2.0,2.0,1.0,3.0,2.0,7.0,3.0,1.0,1.0,2.0,-0.14792902141518793,0.0359858468032189
Malaysia,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,0.0,-1.584366289562542,-1.8311087871022826
Mali,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Malta,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,9.0,8.0,1.0,1.0,1.0,-1.0,-0.3795074555617327,-1.3575607611277687
Mexico,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,9.0,7.0,2.0,1.0,1.0,1.0,-0.37254633684981286,-1.350408871110007
Mexico,doubao-1-5-pro-32k-250115,es,2.0,2.0,1.0,2.0,8.0,7.0,3.0,1.0,1.0,1.0,-0.03990371049085828,-0.9781085764431423
Morocco,doubao-1-5-pro-32k-250115,ar,2.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,0.0,-2.8016658690404714,-2.3318834850867485
Morocco,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
New Zealand,doubao-1-5-pro-32k-250115,en-native,2.0,1.0,2.0,2.0,2.0,10.0,8.0,1.0,3.0,2.0,5.786545354127718,2.0509450002608816
Nicaragua,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,-1.7776543305148582,-2.026120129379667
Nicaragua,doubao-1-5-pro-32k-250115,es,2.0,1.0,1.0,2.0,9.0,2.0,1.0,1.0,1.0,0.0,-0.4232040247752735,-1.9548914875970864
Nigeria,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-1.0,-2.1733821735395797,-2.2766191977023102
Pakistan,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-1.0,-2.1733821735395797,-2.2766191977023102
Palestine,doubao-1-5-pro-32k-250115,ar,3.0,1.0,1.0,3.0,10.0,1.0,2.0,1.0,2.0,0.0,-1.629803831033073,-1.2074157155402503
Palestine,doubao-1-5-pro-32k-250115,en,3.0,2.0,3.0,1.0,10.0,1.0,2.0,1.0,3.0,-1.0,-0.37445446529328097,0.606128075634837
Peru,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,-1.3279930319444588,-1.7578986711691196
Peru,doubao-1-5-pro-32k-250115,es,2.0,2.0,1.0,2.0,8.0,3.0,2.0,1.0,1.0,1.0,-1.2061500303822426,-1.5519473846980247
Philippines,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,10.0,6.0,1.0,1.0,1.0,0.0,-0.9615622208268505,-1.7959192817100347
Portugal,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,7.0,8.0,7.0,1.0,1.0,1.0,1.163999464031972,-0.0048888071741891295
Portugal,doubao-1-5-pro-32k-250115,pt,2.0,2.0,1.0,2.0,3.0,8.0,7.0,1.0,2.0,1.0,2.6310500843275806,0.7664540536010516
Puerto Rico,doubao-1-5-pro-32k-250115,en-native,1.0,2.0,1.0,2.0,8.0,8.0,2.0,1.0,2.0,0.0,2.1301038343117376,-2.200748832606328
Puerto Rico,doubao-1-5-pro-32k-250115,es,2.0,2.0,1.0,2.0,8.0,7.0,3.0,1.0,2.0,1.0,0.9397749035558846,-1.0305708615522808
Qatar,doubao-1-5-pro-32k-250115,ar,1.0,1.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,0.0,-0.4607251386298511,-3.5900299325362224
Qatar,doubao-1-5-pro-32k-250115,en,1.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-1.867710195902701,-3.5752715720739583
Russia,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,7.0,2.0,6.0,1.0,1.0,0.0,-0.497481787251157,-0.7538101813770128
Russia,doubao-1-5-pro-32k-250115,ru,2.0,2.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,0.0,-1.129880661641371,-1.252857205964323
Rwanda,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,-2.01651600428852,-2.127992579394446
Singapore,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,-1.2602418857608937,-0.5201305715637583
Singapore,doubao-1-5-pro-32k-250115,zh-cn,2.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,-0.986357044298389,-0.47558278971221046
South Africa,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,8.0,8.0,6.0,1.0,2.0,1.0,1.8110354517197598,-0.42965138695019256
Spain,doubao-1-5-pro-32k-250115,en,2.0,2.0,2.0,2.0,6.0,9.0,7.0,1.0,2.0,1.0,2.48035996183328,0.9974767076557411
Spain,doubao-1-5-pro-32k-250115,es,2.0,2.0,1.0,2.0,3.0,8.0,6.0,1.0,2.0,1.0,2.4202504595308425,0.6001050454052814
Switzerland,doubao-1-5-pro-32k-250115,de,2.0,1.0,1.0,2.0,3.0,8.0,7.0,1.0,1.0,2.0,3.040844943709266,0.8328203123295415
Switzerland,doubao-1-5-pro-32k-250115,en,2.0,1.0,2.0,2.0,3.0,10.0,7.0,1.0,2.0,2.0,4.474224113722021,1.731106990703155
Switzerland,doubao-1-5-pro-32k-250115,it,1.0,2.0,1.0,2.0,3.0,8.0,7.0,1.0,2.0,2.0,3.8283401337953533,-0.3965720274352342
Taiwan,doubao-1-5-pro-32k-250115,en,2.0,2.0,2.0,2.0,2.0,7.0,6.0,,2.0,0.0,2.0178953644852746,2.1741961753050423
Taiwan,doubao-1-5-pro-32k-250115,zh-tw,2.0,2.0,,,2.0,7.0,4.0,1.0,2.0,2.0,1.7761786071239918,0.7202060831600852
Trinidad and Tobago,doubao-1-5-pro-32k-250115,en-native,1.0,2.0,1.0,2.0,8.0,3.0,2.0,1.0,1.0,1.0,-0.02637156475889102,-2.6863111316526957
Tunisia,doubao-1-5-pro-32k-250115,ar,2.0,2.0,1.0,3.0,8.0,2.0,2.0,1.0,1.0,0.0,-2.3191181921423762,-1.8181084621297805
Tunisia,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-1.0,-1.8407395471806254,-1.9043189030354457
United Kingdom,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,2.0,2.0,2.0,10.0,7.0,2.0,2.0,1.0,2.779427754913887,3.1397186582153895
United States,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,7.0,8.0,6.0,1.0,2.0,2.0,1.950390037126398,-0.2523624345607125
Uruguay,doubao-1-5-pro-32k-250115,en,2.0,2.0,2.0,2.0,3.0,10.0,7.0,1.0,2.0,1.0,3.084750640293591,1.717203017083804
Uruguay,doubao-1-5-pro-32k-250115,es,2.0,1.0,1.0,2.0,2.0,9.0,7.0,1.0,3.0,1.0,5.343395263294209,1.0643818126787525
Venezuela,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,-1.3279930319444588,-1.7578986711691196
Venezuela,doubao-1-5-pro-32k-250115,es,3.0,2.0,1.0,2.0,8.0,3.0,2.0,1.0,1.0,1.0,-2.3859284960055933,-0.4175836377433543
Yemen,doubao-1-5-pro-32k-250115,ar,3.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,0.0,-4.19224395946056,-1.3638687463278483
Yemen,doubao-1-5-pro-32k-250115,en,2.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,-2.0,-3.047488661526052,-2.4409078251192877
Zambia,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,-1.0,-1.8407395471806254,-1.9043189030354457
Zimbabwe,doubao-1-5-pro-32k-250115,en-native,2.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,0.0,-1.8232279633362034,-1.9329812371170605
Algeria,gemini-2.5-flash,ar,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-2.0,-1.9800941325872636,-2.081607855424925
Algeria,gemini-2.5-flash,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Argentina,gemini-2.5-flash,en,2.0,2.0,1.0,1.0,7.0,8.0,7.0,2.0,2.0,-1.0,2.538083927590002,1.4094888920389865
Argentina,gemini-2.5-flash,es,2.0,2.0,1.0,1.0,7.0,8.0,7.0,2.0,1.0,1.0,1.5934284812321025,1.4046265089848948
Australia,gemini-2.5-flash,en-native,2.0,1.0,3.0,1.0,3.0,10.0,8.0,2.0,2.0,1.0,5.072918380293153,4.0826377125928195
Austria,gemini-2.5-flash,de,2.0,1.0,1.0,1.0,5.0,8.0,7.0,1.0,2.0,1.0,4.615920874929205,0.5900687498584207
Austria,gemini-2.5-flash,en,2.0,2.0,1.0,1.0,4.0,8.0,7.0,2.0,1.0,1.0,1.9589574859187517,2.0224803683981794
Belarus,gemini-2.5-flash,en,2.0,2.0,1.0,2.0,6.0,2.0,7.0,2.0,1.0,-1.0,-0.6095166316785443,0.8637168020319582
Belarus,gemini-2.5-flash,ru,2.0,2.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,0.0,-0.5121474312729816,-1.1617786944805084
Belgium,gemini-2.5-flash,de,2.0,1.0,1.0,1.0,5.0,8.0,8.0,2.0,1.0,1.0,3.4198759987372793,2.025444397823821
Belgium,gemini-2.5-flash,en,2.0,2.0,2.0,1.0,3.0,9.0,8.0,2.0,2.0,1.0,3.4861176085167975,3.191194891423879
Bolivia,gemini-2.5-flash,en,2.0,2.0,1.0,1.0,9.0,3.0,2.0,1.0,1.0,-2.0,-0.5239328793356727,-1.4789607074256816
Bolivia,gemini-2.5-flash,es,2.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,-1.0,-1.3630161996333023,-1.7005740030058893
Brazil,gemini-2.5-flash,en,2.0,2.0,1.0,1.0,9.0,7.0,3.0,2.0,1.0,-1.0,0.23265913745821235,0.28278012140807696
Brazil,gemini-2.5-flash,pt,2.0,2.0,1.0,1.0,8.0,8.0,3.0,2.0,2.0,-1.0,1.573042426840833,0.5381415727848115
Burkina Faso,gemini-2.5-flash,en,2.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,-1.0,-1.9625825487428417,-2.11027018950654
Canada,gemini-2.5-flash,en-native,2.0,1.0,2.0,1.0,5.0,10.0,8.0,2.0,3.0,2.0,5.850445366641197,2.842606457006681
Chile,gemini-2.5-flash,en,2.0,2.0,1.0,1.0,7.0,7.0,3.0,2.0,1.0,0.0,0.49385672442706713,0.6660203602686515
Chile,gemini-2.5-flash,es,2.0,2.0,1.0,1.0,7.0,8.0,5.0,2.0,1.0,1.0,1.171829231638626,1.0719284925933545
China,gemini-2.5-flash,en,2.0,2.0,1.0,3.0,2.0,3.0,7.0,1.0,1.0,-1.0,-0.31271196885614694,0.37987908177203195
China,gemini-2.5-flash,zh-cn,2.0,2.0,1.0,2.0,3.0,3.0,5.0,1.0,1.0,0.0,0.017952267974633007,0.005518406326374559
Colombia,gemini-2.5-flash,en,2.0,2.0,1.0,2.0,9.0,6.0,3.0,2.0,1.0,-1.0,-0.8627974404575004,-0.012043290105293963
Colombia,gemini-2.5-flash,es,2.0,2.0,1.0,2.0,9.0,7.0,3.0,2.0,1.0,-1.0,-0.6239357666838387,0.08982915990948433
Ecuador,gemini-2.5-flash,en,2.0,2.0,1.0,2.0,9.0,3.0,2.0,2.0,1.0,-1.0,-1.7901820865752227,-0.48400964834539834
Ecuador,gemini-2.5-flash,es,2.0,2.0,1.0,2.0,9.0,5.0,2.0,1.0,1.0,-1.0,-0.885292852085979,-1.4968291029763332
Egypt,gemini-2.5-flash,ar,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
Egypt,gemini-2.5-flash,en,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,-2.0,-2.1908937573840013,-2.2479568636206952
France,gemini-2.5-flash,en,2.0,2.0,3.0,1.0,3.0,9.0,9.0,2.0,3.0,1.0,4.652573055778967,4.052085677963707
Germany,gemini-2.5-flash,de,2.0,2.0,1.0,2.0,4.0,9.0,7.0,2.0,2.0,2.0,2.3384144534415268,1.8502772377236107
Germany,gemini-2.5-flash,en,2.0,1.0,1.0,1.0,4.0,9.0,7.0,2.0,1.0,1.0,3.5697810492764193,2.1669191261139242
